table_index,csv_path,row_count,col_count,unit,col_types
38,tables/table_0038.csv,12,7,백만원,"{""구분"": ""텍스트"", ""토지"": ""금액"", ""건물및구축물"": ""금액"", ""기계장치"": ""금액"", ""건설중인자산"": ""금액"", ""기타"": ""금액"", ""계"": ""금액""}"
39,tables/table_0039.csv,10,7,백만원,"{""구분"": ""텍스트"", ""토지"": ""금액"", ""건물및구축물"": ""금액"", ""기계장치"": ""금액"", ""건설중인자산"": ""금액"", ""기타"": ""금액"", ""계"": ""금액""}"
40,tables/table_0040.csv,6,6,백만원,"{""구 분"": ""텍스트"", ""토지"": ""금액"", ""건물및구축물"": ""금액"", ""기계장치"": ""금액"", ""기타"": ""금액"", ""합 계"": ""금액""}"
41,tables/table_0041.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당 기"": ""금액"", ""전 기"": ""금액""}"
42,tables/table_0042.csv,9,7,백만원,"{""구 분"": ""텍스트"", ""산업재산권"": ""금액"", ""개발비"": ""금액"", ""회원권"": ""금액"", ""영업권"": ""금액"", ""기타의 무형자산"": ""금액"", ""계"": ""금액""}"
43,tables/table_0043.csv,8,6,백만원,"{""구 분"": ""텍스트"", ""산업재산권"": ""금액"", ""개발비"": ""금액"", ""회원권"": ""금액"", ""기타의 무형자산"": ""금액"", ""계"": ""금액""}"
44,tables/table_0044.csv,1,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
45,tables/table_0045.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당 기"": ""금액"", ""전 기"": ""금액""}"
46,tables/table_0046.csv,6,5,백만원,"{""구 분"": ""텍스트"", ""차입처"": ""텍스트"", ""연이자율(%) | 당기말"": ""%"", ""금 액 | 당기말"": ""혼용"", ""금 액 | 전기말"": ""혼용""}"
47,tables/table_0047.csv,6,2,백만원,"{""상환연도"": ""텍스트"", ""금 액"": ""금액""}"
48,tables/table_0048.csv,4,6,백만원,"{""구 분"": ""텍스트"", ""발행일"": ""텍스트"", ""만기상환일"": ""텍스트"", ""연이자율(%) | 당기말"": ""%"", ""금 액 | 당기말"": ""혼용"", ""금 액 | 전기말"": ""혼용""}"
49,tables/table_0049.csv,6,2,백만원,"{""상환연도"": ""텍스트"", ""금 액"": ""금액""}"
50,tables/table_0050.csv,5,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
51,tables/table_0051.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
52,tables/table_0052.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
53,tables/table_0053.csv,10,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
54,tables/table_0054.csv,7,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
55,tables/table_0055.csv,2,3,%,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
56,tables/table_0056.csv,6,3,%,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
57,tables/table_0057.csv,5,6,백만원,"{""구 분"": ""텍스트"", ""판매보증  (가)"": ""금액"", ""기술사용료  (나)"": ""금액"", ""장기성과급  (다)"": ""금액"", ""기타 (라),(마)"": ""금액"", ""계"": ""금액""}"
58,tables/table_0058.csv,2,2,만톤,"{""구 분"": ""텍스트"", ""당기말"": ""금액""}"
59,tables/table_0059.csv,3,2,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액""}"
60,tables/table_0060.csv,4,2,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액""}"
61,tables/table_0061.csv,3,3,"백만원, 백만US$","{""내 역"": ""텍스트"", ""당기말"": ""텍스트"", ""전기말"": ""텍스트""}"
62,tables/table_0062.csv,6,5,백만원,"{""해외종속기업"": ""텍스트"", ""보증처"": ""텍스트"", ""보증기간"": ""텍스트"", ""금액 | 실차입금"": ""금액"", ""금액 | 지급보증금액"": ""금액""}"
63,tables/table_0063.csv,1,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
64,tables/table_0064.csv,5,3,주,"{""구 분"": ""텍스트"", ""유통보통주식수"": ""주"", ""유통우선주식수"": ""주""}"
65,tables/table_0065.csv,14,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
66,tables/table_0066.csv,13,5,백만원,"{""과 목"": ""텍스트"", ""제 51 (당) 기"": ""금액"", ""제 51 (당) 기_2"": ""금액"", ""제 50 (전) 기"": ""금액"", ""제 50 (전) 기_2"": ""금액""}"
67,tables/table_0067.csv,18,5,백만원,"{""구 분"": ""텍스트"", ""구 분_2"": ""텍스트"", ""구 분_3"": ""텍스트"", ""당기"": ""혼용"", ""전기"": ""혼용""}"
68,tables/table_0068.csv,7,4,백만원,"{""구 분"": ""텍스트"", ""구 분_2"": ""텍스트"", ""당기"": ""혼용"", ""전기"": ""혼용""}"
69,tables/table_0069.csv,4,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
70,tables/table_0070.csv,13,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
71,tables/table_0071.csv,17,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
72,tables/table_0072.csv,12,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
73,tables/table_0073.csv,13,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
74,tables/table_0074.csv,10,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
75,tables/table_0075.csv,8,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
76,tables/table_0076.csv,19,7,백만원,"{""계 정 과 목"": ""텍스트"", ""누적일시적차이 | 기초잔액"": ""금액"", ""누적일시적차이 | 증감액"": ""금액"", ""누적일시적차이 | 기말잔액"": ""금액"", ""이연법인세자산(부채) | 기초 이연법인세 자산(부채)"": ""혼용"", ""이연법인세자산(부채) | 증감액"": ""혼용"", ""이연법인세자산(부채) | 기말 이연법인세 자산(부채)"": ""금액""}"
77,tables/table_0077.csv,20,7,백만원,"{""계 정 과 목"": ""텍스트"", ""누적일시적차이 | 기초잔액"": ""금액"", ""누적일시적차이 | 증감액"": ""금액"", ""누적일시적차이 | 기말잔액"": ""금액"", ""이연법인세자산(부채) | 기초 이연법인세 자산(부채)"": ""금액"", ""이연법인세자산(부채) | 증감액"": ""금액"", ""이연법인세자산(부채) | 기말 이연법인세 자산(부채)"": ""금액""}"
78,tables/table_0078.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
79,tables/table_0079.csv,4,3,"백만원, 천주","{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
80,tables/table_0080.csv,4,3,"백만원, 천주","{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
81,tables/table_0081.csv,14,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
82,tables/table_0082.csv,15,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
83,tables/table_0083.csv,5,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
84,tables/table_0084.csv,3,7,백만원,"{""구 분"": ""텍스트"", ""기초"": ""금액"", ""재무현금흐름"": ""금액"", ""비현금흐름 | 상각"": ""금액"", ""비현금흐름 | 리스신규계약"": ""금액"", ""비현금흐름 | 기타(*)"": ""금액"", ""기말"": ""금액""}"
85,tables/table_0085.csv,3,6,백만원,"{""구 분"": ""텍스트"", ""기초"": ""금액"", ""재무현금흐름"": ""금액"", ""비현금흐름 | 상각"": ""금액"", ""비현금흐름 | 기타(*)"": ""금액"", ""기말"": ""금액""}"
86,tables/table_0086.csv,4,5,백만원,"{""구 분"": ""텍스트"", ""당기말 | 환율 상승시"": ""금액"", ""당기말 | 환율 하락시"": ""금액"", ""전기말 | 환율 상승시"": ""금액"", ""전기말 | 환율 하락시"": ""금액""}"
87,tables/table_0087.csv,1,6,백만원,"{""구 분"": ""텍스트"", ""3개월 이내"": ""금액"", ""~6개월"": ""금액"", ""~1년"": ""금액"", ""1~5년"": ""금액"", ""5년 초과"": ""금액""}"
88,tables/table_0088.csv,1,6,백만원,"{""구 분"": ""텍스트"", ""3개월 이내"": ""금액"", ""~6개월"": ""금액"", ""~1년"": ""금액"", ""1~5년"": ""금액"", ""5년 초과"": ""금액""}"
89,tables/table_0089.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""혼용"", ""전기말"": ""혼용""}"
90,tables/table_0090.csv,18,5,백만원,"{""구분"": ""텍스트"", ""당기말 | 장부금액"": ""금액"", ""당기말 | 공정가치"": ""텍스트"", ""전기말 | 장부금액"": ""금액"", ""전기말 | 공정가치"": ""텍스트""}"
91,tables/table_0091.csv,5,5,백만원,"{""구 분"": ""텍스트"", ""당기말 | 수준 1"": ""금액"", ""당기말 | 수준 2"": ""금액"", ""당기말 | 수준 3"": ""금액"", ""당기말 | 계"": ""금액""}"
92,tables/table_0092.csv,5,5,백만원,"{""구 분"": ""텍스트"", ""전기말 | 수준 1"": ""금액"", ""전기말 | 수준 2"": ""금액"", ""전기말 | 수준 3"": ""금액"", ""전기말 | 계"": ""금액""}"
93,tables/table_0093.csv,5,5,백만원,"{""구 분"": ""텍스트"", ""공정가치"": ""금액"", ""가치평가기법"": ""텍스트"", ""수준 3 투입변수"": ""텍스트"", ""투입변수 범위(가중평균)"": ""%""}"
94,tables/table_0094.csv,7,3,백만원,"{""금융자산"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
95,tables/table_0095.csv,1,5,백만원,"{""구 분"": ""텍스트"", ""유리한 변동 | 당기손익"": ""금액"", ""유리한 변동 | 자본"": ""금액"", ""불리한 변동 | 당기손익"": ""금액"", ""불리한 변동 | 자본"": ""금액""}"
96,tables/table_0096.csv,4,5,백만원,"{""구 분"": ""텍스트"", ""CE"": ""금액"", ""IM"": ""금액"", ""DS"": ""금액"", ""계(*)"": ""금액""}"
97,tables/table_0097.csv,4,5,백만원,"{""구 분"": ""텍스트"", ""CE"": ""금액"", ""IM"": ""금액"", ""DS"": ""금액"", ""계(*)"": ""금액""}"
98,tables/table_0098.csv,31,4,백만원,"{""지역"": ""텍스트"", ""기업명"": ""텍스트"", ""업종"": ""텍스트"", ""지분율 (%)(*)"": ""%""}"
99,tables/table_0099.csv,23,4,백만원,"{""지역"": ""텍스트"", ""기업명"": ""텍스트"", ""업종"": ""텍스트"", ""지분율 (%)(*)"": ""%""}"
100,tables/table_0100.csv,38,4,,"{""지역"": ""텍스트"", ""기업명"": ""텍스트"", ""업종"": ""텍스트"", ""지분율 (%)(*)"": ""%""}"
101,tables/table_0101.csv,37,4,,"{""지역"": ""텍스트"", ""기업명"": ""텍스트"", ""업종"": ""텍스트"", ""지분율 (%)(*)"": ""%""}"
102,tables/table_0102.csv,19,4,,"{""지역"": ""텍스트"", ""기업명"": ""텍스트"", ""업종"": ""텍스트"", ""지분율 (%)(*)"": ""%""}"
103,tables/table_0103.csv,30,4,,"{""지역"": ""텍스트"", ""기업명"": ""텍스트"", ""업종"": ""텍스트"", ""지분율 (%)(*)"": ""%""}"
104,tables/table_0104.csv,34,4,,"{""지역"": ""텍스트"", ""기업명"": ""텍스트"", ""업종"": ""텍스트"", ""지분율 (%)(*)"": ""%""}"
105,tables/table_0105.csv,28,4,,"{""지역"": ""텍스트"", ""기업명"": ""텍스트"", ""업종"": ""텍스트"", ""지분율 (%)(*1)"": ""%""}"
106,tables/table_0106.csv,26,6,백만원,"{""구분"": ""텍스트"", ""기업명(*1)"": ""텍스트"", ""매출 등"": ""금액"", ""비유동자산 처분"": ""금액"", ""매입 등"": ""금액"", ""비유동자산 매입"": ""금액""}"
107,tables/table_0107.csv,13,6,백만원,"{""구분"": ""텍스트"", ""기업명(*1)"": ""텍스트"", ""매출 등"": ""금액"", ""비유동자산 처분"": ""금액"", ""매입 등"": ""금액"", ""비유동자산 매입"": ""금액""}"
108,tables/table_0108.csv,27,6,백만원,"{""구분"": ""텍스트"", ""기업명(*1)"": ""텍스트"", ""매출 등"": ""금액"", ""비유동자산 처분"": ""금액"", ""매입 등"": ""금액"", ""비유동자산 매입"": ""금액""}"
109,tables/table_0109.csv,13,6,백만원,"{""구분"": ""텍스트"", ""기업명(*1)"": ""텍스트"", ""매출 등"": ""금액"", ""비유동자산 처분"": ""금액"", ""매입 등"": ""금액"", ""비유동자산 매입"": ""금액""}"
110,tables/table_0110.csv,27,4,백만원,"{""구분"": ""텍스트"", ""기업명(*1)"": ""텍스트"", ""채권 등"": ""금액"", ""채무 등(*2)"": ""금액""}"
111,tables/table_0111.csv,13,4,백만원,"{""구 분"": ""텍스트"", ""기업명(*1)"": ""텍스트"", ""채권 등"": ""금액"", ""채무 등(*2)"": ""금액""}"
112,tables/table_0112.csv,27,4,백만원,"{""구분"": ""텍스트"", ""기업명(*1)"": ""텍스트"", ""채권 등"": ""금액"", ""채무 등"": ""금액""}"
113,tables/table_0113.csv,13,4,백만원,"{""구 분"": ""텍스트"", ""기업명(*1)"": ""텍스트"", ""채권 등"": ""금액"", ""채무 등"": ""금액""}"
114,tables/table_0114.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
115,tables/table_0115.csv,9,2,백만원,"{""구 분"": ""텍스트"", ""금 액"": ""금액""}"
117,tables/table_0117.csv,2,5,,"{""0"": ""텍스트"", ""1"": ""텍스트"", ""2"": ""텍스트"", ""3"": ""텍스트"", ""4"": ""텍스트""}"
118,tables/table_0118.csv,7,16,"명, 시간","{""0"": ""텍스트"", ""1"": ""텍스트"", ""2"": ""혼용"", ""3"": ""혼용"", ""4"": ""혼용"", ""5"": ""혼용"", ""6"": ""혼용"", ""7"": ""혼용"", ""8"": ""혼용"", ""9"": ""혼용"", ""10"": ""혼용"", ""11"": ""혼용"", ""12"": ""혼용"", ""13"": ""혼용"", ""14"": ""혼용"", ""15"": ""혼용""}"
119,tables/table_0119.csv,21,10,"명, 시간","{""0"": ""텍스트"", ""1"": ""텍스트"", ""2"": ""텍스트"", ""3"": ""텍스트"", ""4"": ""텍스트"", ""5"": ""텍스트"", ""6"": ""텍스트"", ""7"": ""텍스트"", ""8"": ""텍스트"", ""9"": ""텍스트""}"
120,tables/table_0120.csv,4,5,"명, 시간","{""구분"": ""텍스트"", ""일자"": ""텍스트"", ""참석자"": ""텍스트"", ""방식"": ""텍스트"", ""주요 논의 내용"": ""텍스트""}"
